codigo,titulo,autor,origen,comision,tema,iniciativa,link
251/17,POR LA CUAL SE AUTORIZA AL BANCO DE LA REPÚBLICA PARA ACUÑAR MONEDA METÁLICA DE CURSO LEGAL CON FINES CONMEMORATIVOS O NUMISMÁTICOS,JUAN FERNANDO CRISTO BUSTOS|MAURICIO CÁRDENAS SANTAMARÍA|,SENADO DE LA REPUBLICA,2017-05-19,TERCERA,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/257
06/17 - PLEP,ESTATUTARIA DE LA ADMINISTRACIÓN DE JUSTICIA EN LA JURISDICCIÓN ESPECIAL PARA LA PAZ,LUIS CARLOS VILLEGAS ECHEVERRI|ENRIQUE GIL BOTERO|JUAN FERNANDO CRISTO BUSTOS,SENADO DE LA REPUBLICA,2017-05-24,PRIMERA,GUBERNAMENTAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/258
07/17 - PLEP,POR MEDIO DEL CUAL SE EXCEPTÚA A LA UNIDAD NACIONAL DE PROTECCIÓN DE LO DISPUESTO EN EL ARTÍCULO 92 DE LA LEY 617 DE 2000, JUAN FERNANDO CRISTO BUSTOS,SENADO DE LA REPUBLICA,2017-05-24,PRIMERA,GUBERNAMENTAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/259
252/17,POR MEDIO DE LA CUAL SE INCLUYEN SIN COSTO ADICIONAL UN PAQUETE DE SEGUROS Y/O SERVICIOS FINANCIEROS POR EL PAGO DE LA CUOTA DE MANEJO DE LAS TARJETAS DEBITO Y CREDITO.,DAVID ALEJANDRO BARGUIL ASSIS,SENADO DE LA REPUBLICA,2016-07-20,TERCERA,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/260
253/17,POR EL CUAL SE MODIFICA EL ARTÍCULO 192 DEL CÓDIGO SUSTANTIVO DEL TRABAJO,LAUREANO AUGUSTO ACUÑA DIAZ,SENADO DE LA REPUBLICA,2017-05-24,SEPTIMA,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/261
254/17,"POR MEDIO DE LA CUAL SE PRORROGA Y MODIFICA LA LEY 426 DE 1998 QUE AUTORIZA LA EMISION DE ESTAMPILLAS PARA UNIVERSIDAD DE CALDAS  UNIVERSIDAD NACIONAL SEDE MANIZALES Y UNIVERSIDAD TECNOLOGICA DE PEREIRA. ""ESTAMPILLAS""",|CARLOS ENRIQUE SOTO JARAMILLO|CARLOS FELIPE MEJIA|JUAN CARLOS RESTREPO ESCOBAR|JUAN SAMY MERHEG MARUN|LUIS EMILIO SIERRA GRAJALES|LUIS FERNANDO DUQUE GARCÍA|MAURICIO LIZCANO ARANGO,CÁMARA DE REPRESENTANTES,2016-08-24,TERCERA,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/262
255/17,"POR MEDIO DE LA CUAL SE MODIFICA EL ARTICULO 1025 DEL CODIGO CIVIL.""INDIGNIDAD SUCESORAL""",María Fernanda Cabal Molina |Fabián Gerardo Castillo Suarez |Carlos Alberto Cuenca Chaux |Rodrigo Lara Restrepo |Hernando José Padaui Álvarez |Álvaro Hernán Prada Artunduaga |Edward David Rodríguez Rodríguez |Jorge Enrique Rozo Rodríguez |Santiago Valencia González,CÁMARA DE REPRESENTANTES,,PRIMERA,PENDIENTE DISCUTIR PONENCIA PARA PRIMER DEBATE EN SENADO,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/263
256/17,POR MEDIO DE LA CUAL SE EXTIENDE LA VIGENCIA PARA LA EMISION DE LA ESTAMPILLA PRO UNIVERSIDAD DE LA GUAJIRA CONTEMPLADAS EN  LA LEY 1423 DE 2010 QUE MODIFICA LA LEY 71 DE 1986.,ALFREDO RAFAEL DELUQUE ZULETA |Álvaro Gustavo Rosado Aragón,CÁMARA DE REPRESENTANTES,,TERCERA,SANCIÓN PRESIDENCIAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/256
257/17,POR LA CUAL SE ESTABLECE LA CARACTERIZACION INTEGRAL DE LA POBLACION NEGRA AFROCOLOMBIANA PALENQUERA Y RAIZAL,Wilson Córdoba Mena |CARLOS ALBERTO CUERO VALENCIA |José Bernardo Flórez Asprilla |Santiago Valencia González,CÁMARA DE REPRESENTANTES,,PRIMERA,PENDIENTE DISCUTIR PONENCIA PARA SEGUNDO DEBATE EN SENADO,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/257
258/17,POR MEDIO DE LA CUAL SE ESTABLECEN LINEAMIENTOS ESPECIALES PARA LA ADQUISICION DE PREDIOS PARA LAS ENTIDADES TERRITORIALES POR PRESCRIPCION ADQUISITIVA Y SE DICTAN OTRAS DISPOSICIONES,Elda Lucy Contento Sanz,CÁMARA DE REPRESENTANTES,,PRIMERA,PENDIENTE RENDIR PONENCIA PARA PRIMER DEBATE EN SENADO,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/258
259/17,POR MEDIO DE LA CUAL LA NACIÓN SE ASOCIA A LA CONMEMORACIÓN DE LOS 400 AÑOS DE LA FUNDACIÓN DEL MUNICIPIO DE SAN JERÓNIMO EN EL DEPARTAMENTO DE ANTIOQUIA Y SE DICTAN OTRAS DISPOSICIONES,Oscar de Jesús Hurtado Pérez |John Jairo Roldan Avendaño,CÁMARA DE REPRESENTANTES,,CUARTA,PENDIENTE DISCUTIR PONENCIA PARA PRIMER DEBATE EN SENADO,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/259
260/17,POR MEDIO DE LA CUAL LA NACIÓN SE ASOCIA A LA CONMEMORACIÓN DE LOS DOSCIENTOS (200) AÑOS DE VIDA ADMINISTRATIVA DEL MUNICIPIO DE GUARNE – ANTIOQUIA RINDE PÚBLICO HOMENAJE A SUS HABITANTES Y SE DICTAN OTRAS DISPOSICIONES,Nicolás Albeiro Echeverry Alvarán,CÁMARA DE REPRESENTANTES,,SEGUNDA,PENDIENTE DISCUTIR PONENCIA PARA PRIMER DEBATE EN SENADO,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/260
261/17,POR MEDIO DE CUAL SE CREA EL FONDO NACIONAL DE RESIDENCIAS MÉDICAS Y SE REGLAMENTA EL SISTEMA DE RESIDENCIAS MÉDICAS EN COLOMBIA,Sara Helena Piedrahita Lyons,CÁMARA DE REPRESENTANTES,,SEPTIMA,PENDIENTE RENDIR PONENCIA PARA PRIMER DEBATE EN SENADO,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/261
262/17,POR MEDIO DEL CUAL SE MODIFICAN LOS ARTÍCULOS 1º Y 2º EN SUS NUMERALES 1.2 2.1 Y 2.3 DE LA LEY 14 DE 1990 EN EL CUAL SE ESTABLECE LA DISTINCIÓN “RESERVISTA DE HONOR” Y SE DICTAN OTRAS DISPOSICIONES,Olga Lucia Velásquez Nieto,CÁMARA DE REPRESENTANTES,,SEGUNDA,PENDIENTE RENDIR PONENCIA PARA PRIMER DEBATE EN SENADO,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/262
263/17,POR EL CUAL SE PROMUEVE Y FOMENTA LA PRODUCCION Y COMUNICACION DE CONTENIDOS DIGITALES SE CREA LA SEMANA NACIONAL DE CONTENIDOS DIGITALES Y SE DICTAN OTRAS DISPOSICIONES.,ANDRES GARCIA ZUCCARDI,CÁMARA DE REPRESENTANTES,,SEXTA,PENDIENTE DISCUTIR PONENCIA PARA PRIMER DEBATE EN SENADO,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/263
264/17,POR MEDIO DEL CUAL SE GENERAN INCENTIVOS ESTÍMULOS Y EXENCIONES PARA PROMOVER LA MOVILIDAD INTERNACIONAL Y EL RETORNO DE ESTUDIANTES Y PROFESIONALES COLOMBIANOS Y SE DICTAN OTRAS DISPOSICIONES,ANA PAOLA AGUDELO GARCIA |Guillermina Bravo Montaño |CARLOS EDUARDO GUEVARA VILLABON,CÁMARA DE REPRESENTANTES,,SEXTA,PENDIENTE RENDIR PONENCIA PARA PRIMER DEBATE EN SENADO,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/264
265/17,POR MEDIO DE LA CUAL SE PROHÍBE LA PRÁCTICA DE LA PRUEBA DE EMBARAZO COMO REQUISITO LABORAL Y SE DICTAN OTRAS DISPOSICIONES,Maritza Martínez Aristizábal |Arleth Patricia Casado de López |Luis Evelis Andrade Casamá |Sofía AlejanGaviria Correa |YAMINA DEL CARMEN PESTANA ROJAS|Jorge Camilo Abril Tarache |ANA PAOLA AGUDELO GARCIA |Guillermina Bravo Montaño |Nancy Denise Castillo García |CARLOS EDUARDO GUEVARA VILLABON |Flora Perdomo Andrade |Clara Leticia Rojas González,CÁMARA DE REPRESENTANTES,,SEPTIMA,PENDIENTE DISCUTIR PONENCIA PARA PRIMER DEBATE EN SENADO,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/265
266/17,POR MEDIO DE LA CUAL SE OTORGA LA CATEGORÍA DE DISTRITO PORTUARIO LOGISTICO INDUSTRIAL Y TURÍSTICO A TURBO ANTIOQUIA,Luis Horacio Gallón Arango,CÁMARA DE REPRESENTANTES,,PRIMERA,CONCILIACIÓN,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/266
267/17,POR EL CUAL SE DECLARA COMO PATRIMONIO CULTURAL INMATERIAL DE LA NACION LAS FESTIVIDADES DE LA FE EN JESÚS NAZARENO EN LA SEMANA SANTA DEL MUNICIPIO DE SANTIAGO DE TOLU DEPARTAMENTO DE SUCRE Y SE DICTAN OTRAS DISPOSICIONES.,NICOLAS DANIEL GUERRERO MONTAÑO,CÁMARA DE REPRESENTANTES,,SEGUNDA,PENDIENTE DISCUTIR PONENCIA PARA PRIMER DEBATE EN SENADO,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/267
268/17,POR MEDIO DE LA CUAL SE DECRETA AL MUNICIPIO DE SANTA CRUZ DE MOMPOX DEL DEPARTAMENTO DE BOLÍVAR COMO DISTRITO ESPECIAL TURÍSTICO CULTURAL E HISTÓRICO DE COLOMBIA,Daniel Alberto Cabrales Castillo |Ernesto Macías Tovar |Fernando Nicolás Araújo Rumié María Fernanda Cabal Molina |Pierre Eugenio García Jacquier |Ciro Alejandro Ramírez,CÁMARA DE REPRESENTANTES,,PRIMERA,CONCILIACIÓN,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/268
269/17,POR MEDIO DE LA CUAL SE RECONOCE COMO PATRIMONIO CULTURAL INMATERIAL DE LA NACION EL FESTIVAL NACIONAL DEL SON FRANCISCO “PACHO RADA”  DEL MUNICIPIO DE ARIGUANI –DEPARTAMENTO DEL MAGDALENA Y SE DICTAN OTRAS DISPOSICIONES,Eduardo Agatón Díaz Granados Abadia,CÁMARA DE REPRESENTANTES,,SEGUNDA,PENDIENTE RENDIR PONENCIA PARA SEGUNDO DEBATE EN SENADO,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/269
270/17,"POR MEDIO DE LA CUAL SE REFORMA Y ADICIONA EL CODIGO CIVIL.  ""LINEA SUCESORAL""",RODRIGO LARA RESTREPO|CARLOS JIMENEZ|JORGE ENRIQUE ROZO|JOSE IGNACIO MESA,CÁMARA DE REPRESENTANTES,,PRIMERA,PENDIENTE DISCUTIR PONENCIA PARA PRIMER DEBATE EN SENADO,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/270
271/17,POR MEDIO DE LA CUAL SE REGLAMENTA LA DESTINACIÓN DE LA MAQUINARIA PESADA INCAUTADA EN ACTIVIDADES ILÍCITAS SE CREA EL FONDO NACIONAL DE MAQUINARIA PESADA Y SE DICTAN OTRAS DISPOSICIONES,Andrés García Zuccardi Eduardo Agatón Díaz Granados Abadia,CÁMARA DE REPRESENTANTES,,SEXTA,PENDIENTE DISCUTIR PONENCIA PARA PRIMER DEBATE EN SENADO,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2016-2017/article/271
001/17,POR MEDIO DEL CUAL SE REDUCE LA DURACIÓN MÁXIMA DE LA JORNADA ORDINARIA DE TRABAJO A QUIENES TIENEN BAJO SU CUIDADO A PERSONAS DIAGNOSTICADAS CON ENFERMEDAD EN FASE TERMINAL,JIMMY CHAMORRO CRUZ,SENADO DE LA REPUBLICA,SEPTIMA,LABORAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/1
002/17,POR LA CUAL SE ESTABLECEN REGLAS EN MATERIA DE SOCIEDADES Y SE ADOPTAN OTRAS DISPOSICIONES.,OSCAR MAURICIO LIZCANO| ANTONIO GUERRA DE LA ESPRIELA|MANUEL ENRIQUEZ ROSERO|IVAN DUQUE|EVERTH BUSTAMANTE|MARITZA MARTINEZ ARISTIZABAL,SENADO DE LA REPUBLICA,TERCERA,JURIDICO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/2
003/17,"POR LA CUAL SE ESTABLECE EL REGISTRO NACIONAL DE USUARIOS DE PUBLICIDAD NO DESEADA. ""PROTECCION A USUARIOS DE TELEFONIA""",ANTONIO GUERRA DE LA ESPRIELLA,SENADO DE LA REPUBLICA,PRIMERA,FINANCIERO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/3
004/17,"POR MEDIO DE LA CUAL SE MODIFICA EL INCISO SEGUNDO AL ARTÍCULO 38 DE LA LEY 99 DE 1993 Y SE DICTAN OTRAS DISPOSICIONES. ""JURISDICCION CORMACARENA""",MARITZA MARTÍNEZ ARISTIZÁBAL,SENADO DE LA REPUBLICA,QUINTA,JURIDICO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/4
005/17,POR MEDIO DEL CUAL SE PROHÍBE LA UTILIZACIÓN DEL POLIESTIRENO EXPANDIDO (ICOPOR) EN ACTIVIDADES DE COMERCIALIZACIÓN DE ALIMENTOS SE ORDENA LA IMPLEMENTACIÓN DE UN PLAN NACIONAL DE RECICLAJE DEL ICOPOR DE USO INDUSTRIAL Y SE DICTAN OTRAS DISPOSICIONES,MARITZA MARTÍNEZ ARISTIZÁBAL,SENADO DE LA REPUBLICA,QUINTA,AMBIENTE,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/5
006/17,"POR MEDIO DE LA CUAL SE MODIFICA EL ARTÍCULO 21 DE LA LEY 105 DE 1993 MODIFICADO POR EL ARTÍCULO 1 DE LA LEY 787 DE 2002. ""PEAJES""",MARITZA MARTÍNEZ ARISTIZÁBAL,SENADO DE LA REPUBLICA,SEXTA,DISTRITO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/6
007/17,POR MEDIO DE LA CUAL SE ADOPTA UN MODELO DE PERFIL DE NUTRIENTES PARA PRODUCTOS ALIMENTICIOS PROCESADOS Y ULTRAPROCESADOS Y SE DICTAN OTRAS DISPOSICIONES.<br />  “LEY PARA EL CONSUMO INFORMADO DEL AZÚCAR LA SAL Y LAS GRASAS”,MARITZA MARTÍNEZ ARISTIZÁBAL,SENADO DE LA REPUBLICA,SEPTIMA,SALUD,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/7
008/17,POR MEDIO DE LA CUAL SE CREA EL REGISTRO DE DEUDORES ALIMENTARIOS MOROSOS – REDAM – Y SE DICTAN OTRAS DISPOSICIONES,MARITZA MARTÍNEZ ARISTIZÁBAL,SENADO DE LA REPUBLICA,PRIMERA,JURIDICO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/8
009/17,MEDIANTE EL CUAL SE OPTIMIZA EL TRÁMITE ADMINISTRATIVO Y JUDICIAL DE LA ACCIÓN DE RESTITUCIÓN DE TIERRAS Y SE ADOPTAN OTRAS DISPOSICIONES,ANTONIO GUERRA DE LA ESPRIELLA,SENADO DE LA REPUBLICA,PRIMERA,JUDICIAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/9
010/17,POR MEDIO DE LA CUAL SE MODIFICA EL NUMERAL 5 DEL ARTÍCULO 2 DE LA LEY 403 DE 1997 ACLARADO POR LA LEY 815 DE 2003 EN LO RELATIVO AL DESCUENTO EN EL VALOR DE LA MATRÍCULA EN INSTITUCIONES OFICIALES DE EDUCACIÓN SUPERIOR COMO BENEFICIO A LOS SUFRAGANTES.,PAOLA HOLGUÍN MORENO,SENADO DE LA REPUBLICA,PRIMERA,EDUCACIÓN,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/10
011/17,POR MEDIO DEL CUAL SE CREA LA POLÍTICA DE MECANIZACIÓN AGRÍCOLA Y SE DICTAN OTRAS DISPOSICIONES,MARITZA MARTÍNEZ ARISTIZÁBAL,SENADO DE LA REPUBLICA,QUINTA,AGROPECUARIO,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/11
012/17,POR LA CUAL SE OTORGAN FACULTADES EXTRAORDINARIAS PRO TÉMPORE AL PRESIDENTE DE LA REPÚBLICA PARA EXPEDIR UN RÉGIMEN LABORAL ESPECIAL PARA LOS SERVIDORES PÚBLICOS DE LAS EMPRESAS SOCIALES DEL ESTADO DEL NIVEL NACIONAL Y TERRITORIAL Y PARA EXPEDIR EL SISTEMA ESPECÍFICO DE CARRERA ADMINISTRATIVA DEL PERSONAL QUE PRESTA SUS SERVICIOS EN LAS ENTIDADES QUE INTEGRAN EL SISTEMA NACIONAL DE CIENCIA TECNOLOGÍA E INNOVACIÓN Y LA EXPEDICIÓN DEL SISTEMA DE ESTÍMULOS CAPACITACIÓN Y SITUACIONES ADMINISTRATIVAS ESPECIALES DE LOS SERVIDORES PÚBLICOS VINCULADOS A TALES ENTIDADES Y SE DICTAN OTRAS DISPOSICIONES,ALEJANDRO GAVIRIA URIBE,SENADO DE LA REPUBLICA,SEPTIMA,LABORAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/12
013/17,POR LA CUAL SE ESTABLECEN MEDIDAS DE PROTECCIÓN Y USO DE LAS PLAYAS MARINAS Y TERRENOS DE BAJAMAR Y SE DICTAN OTRAS DISPOSICIONES LEY DE COSTAS,ALVARO ANTONIO ASHTON GIRALDO,SENADO DE LA REPUBLICA,SEGUNDA,AMBIENTE,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/13
014/17,POR MEDIO DE LA CUAL SE FORTALECE LA POLÍTICA CRIMINAL Y PENITENCIARIA EN COLOMBIA Y SE DICTAN OTRAS DISPOSICIONES,ENRIQUE GIL BOTERO,SENADO DE LA REPUBLICA,PRIMERA,PENAL,GUBERNAMENTAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/14
015/17,POR MEDIO DEL CUAL SE DECLARA EL JUEGO AL TURMEQUÉ (TEJO) COMO PATRIMONIO CULTURAL INMATERIAL DE LA NACIÓN Y SE DICTAN OTRAS DISPOSICIONES,ANTONIO NAVARRO WOLFF|SANLILIANA ORTIZ NOVA,SENADO DE LA REPUBLICA,SEGUNDA,DEPORTE,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/15
016/17 Acumulado con 005/17C,POR MEDIO DE LA CUAL SE FORTALECEN LOS MECANISMOS DE PREVENCIÓN INVESTIGACIÓN Y SANCIÓN DE LOS ACTOS DE CORRUPCIÓN Y CONTROL DE GESTIÓN PÚBLICA,MARIA DEL ROSARIO GUERRA|ALVARO URIBE VELEZ,SENADO DE LA REPUBLICA,PRIMERA,PENAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/16
017/17,POR MEDIO DE LA CUAL SE APRUEBA EL «CONVENIO 149 SOBRE EL PERSONAL DE ENFERMERÍA» ADOPTADO POR LA 63ª REUNIÓN DE LA CONFERENCIA INTERNACIONAL DEL TRABAJO REALIZADA EN GINEBRA – SUIZA EL 21 DE  JUNIO DE 1977,MARÍA ÁNGELA HOLGUÍN CUÉLLAR|GRISELDA JANETH RESTREPO GALLEGO,SENADO DE LA REPUBLICA,SEGUNDA,CONVENIO,GUBERNAMENTAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/17
018/17,POR MEDIO DE LA CUAL SE APRUEBA EL «CONVENIO 183 SOBRE LA PROTECCIÓN DE LA MATERNIDAD» ¸ ADOPTADO POR LA 88ª REUNIÓN DE LA CONFERENCIA INTERNACIONAL DEL TRABAJO REALIZADA EN GINEBRA – SUIZA EL 15 DE JUNIO DEL 2000,MARÍA ÁNGELA HOLGUÍN CUÉLLAR|GRISELDA JANETH RESTREPO GALLEGO,SENADO DE LA REPUBLICA,SEGUNDA,CONVENIO,GUBERNAMENTAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/18
019/17,POR MEDIO DE LA CUAL SE APRUEBA EL «CONVENIO 135 SOBRE LOS REPRESENTANTES DE LOS TRABAJADORES» ADOPTADO EN GINEBRA CONFEDERACIÓN SUIZA EN EL MARCO DE LA 56 A REUNIÓN DE LA CONFERENCIA INTERNACIONAL DE LA ORGANIZACIÓN INTERNACIONAL DEL TRABAJO EL 23 DE JUNIO DE 1971,MARÍA ÁNGELA HOLGUÍN CUÉLLAR|GRISELDA JANETH RESTREPO GALLEGO,SENADO DE LA REPUBLICA,SEGUNDA,CONVENIO,GUBERNAMENTAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/19
020/17,POR MEDIO DE LA CUAL SE REFORMA EL DERECTO 1421 DE 1993 EN RELACIÓN CON LA REMUNERACIÓN DE LOS ALCALDES LOCALES Y LOS EDILES DE BOGOTÁ,ROY BARRERAS MONTEALEGRE,SENADO DE LA REPUBLICA,PRIMERA,JAL,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/20
021/17,POR LA CUAL SE ACTUALIZA LA POLÍTICA PÚBLICA Y SE AJUSTA LA INSTITUCIONALIDAD REGULACIÓN VIGILANCIA Y CONTROL Y DE PROTECCIÓN DE USUARIOS DE SERVICIOS DE TELEVISIÓN EN UN CONTEXTO DE CONVERGENCIA TECNOLÓGICA,MARÍA DEL ROSARIO GUERRA DE LA ESPRIELLA,SENADO DE LA REPUBLICA,SEXTA,TELEVISION,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/21
022/17,POR MEDIO DE LA CUAL SE REGLAMENTA EL TRANSPORTE PÚBLICO RURAL EN COLOMBIA,MARÍA DEL ROSARIO GUERRA DE LA ESPRIELLA,SENADO DE LA REPUBLICA,SEXTA,TRANSPORTE,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/22
023/17,POR LA CUAL SE REGLAMENTAN LOS ESTÁNDARES DE CALIDAD Y HABITABILIDAD EN LA VIVIENDA DE INTERÉS SOCIAL Y DE INTERÉS PRIORITARIO URBANO,MARÍA DEL ROSARIO GUERRA DE LA ESPRIELLA,SENADO DE LA REPUBLICA,SEPTIMA,VIVIENDA,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/23
024/17,POR MEDIO DE LA CUAL SE REGULA EL COBRO DE DERECHOS DE GRADO DERECHOS COMPLEMENTARIOS Y SE DICTAN OTRAS DISPOSICIONES,NADIA BLEL SCAAF,SENADO DE LA REPUBLICA,SEXTA,EDUCACIÓN,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/24
025/17,PROYECTO DE LEY POR MEDIO DE CUAL SE ESTABLECEN MEDIDAS PARA FOMENTAR LA FORMACIÓN PROFESIONAL DE LOS TRABAJADORES DEL TERRITORIO COLOMBIANO Y SE DICTAN OTRAS DISPOSICIONES,NADIA BLEL SCAAF,SENADO DE LA REPUBLICA,SEPTIMA,EDUCACIÓN,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/25
026/17,POR MEDIO DE LA CUAL SE ESTABLECEN DISPOSICIONES PARA GARANTIZAR EL DERECHO DE LAS PERSONAS A DESARROLLARSE FÍSICA E INTELECTUALMENTE EN UN AMBIENTE LIBRE DE PLOMO SE FIJAN LÍMITES PARA EL CONTENIDO DE PLOMO EN PRODUCTOS COMERCIALIZADOS EN EL PAÍS Y SE DICTAN OTRAS DISPOSICIONES,NADIA BLEL SCAFF|JORGE PRIETO|SANVILLADIEGO|ANTONIO NAVARRO WOLFF|LIDIO ARTURO GARCIA|DAIRA GALVIS|IVAN CEPEDA|JORGE IVAN OSPINA|LUIS FERNANDO VELASCO|LUIS EVELIS ANDRADE|MARCO ANIBAL AVIRAMA|OSCAR OSPINA|INTI RAUL ASPRILLA|RAFAEL ROMERO PIÑERES,SENADO DE LA REPUBLICA,SEPTIMA,AMBIENTE,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/26
027/17,POR MEDIO DE CUAL SE ESTABLECEN MEDIDAS PARA CONTRARRESTAR LA DESERCIÓN ESCOLAR Y SE DICTAN OTRAS DISPOSICIONES,NADIA BLEL SCAAF,SENADO DE LA REPUBLICA,SEPTIMA,EDUCACIÓN,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/27
028/17,POR MEDIO DEL CUAL SE CREAN PARQUES INFANTILES DE INTEGRACION EN EL TERRITORIO NACIONAL Y SE DICTAN OTRAS DISPOSICIONES,NADIA BLEL SCAAF,SENADO DE LA REPUBLICA,SEPTIMA,DEPORTE,CONGRESIONAL,http://leyes.senado.gov.co/proyectos/index.php/proyectos-ley/periodo-legislativo-2014-2018/2017-2018/article/28
